system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,valid,.geo
00000000000000000956,0.259735322432857,Chicago,"Chicago, IL",2397,C,C249,IL_Chicago_C249_C_2397,0.3354739248752594,0.29819740128235495,IL,0.029567495038784603,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000957,0.494577196494071,Chicago,"Chicago, IL",2398,C,C25,IL_Chicago_C25_C_2398,0.4933260977268219,0.4087137530173921,IL,0.08753760865017797,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000958,2.815165544390127,Chicago,"Chicago, IL",2399,C,C250,IL_Chicago_C250_C_2399,0.4101478159427643,0.3416599787386413,IL,0.05139997207833346,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000959,0.20965539209982,Chicago,"Chicago, IL",2400,C,C251,IL_Chicago_C251_C_2400,0.33301305770874023,0.30824362573174524,IL,0.018483775364834684,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095a,1.400954875419501,Chicago,"Chicago, IL",2401,C,C252,IL_Chicago_C252_C_2401,0.5933912992477417,0.37592665896388955,IL,0.0690603058071677,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095b,0.364081226698503,Chicago,"Chicago, IL",2402,C,C253,IL_Chicago_C253_C_2402,0.4483739137649536,0.40031471403832436,IL,0.036441812662904256,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095c,0.567061993210919,Chicago,"Chicago, IL",2403,C,C253,IL_Chicago_C253_C_2403,0.4772217273712158,0.4136895305495355,IL,0.041038636113849954,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095d,1.580558650529582,Chicago,"Chicago, IL",2404,C,C254,IL_Chicago_C254_C_2404,0.4853260815143585,0.4272902850660557,IL,0.04144891805387951,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095e,0.439349729578821,Chicago,"Chicago, IL",2405,C,C255,IL_Chicago_C255_C_2405,0.3407087028026581,0.2892100187151005,IL,0.02721189590797008,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095f,0.099466129843498,Chicago,"Chicago, IL",2406,C,C256,IL_Chicago_C256_C_2406,0.4943130612373352,0.4550704049027484,IL,0.027338980780835468,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000960,0.238132273841325,Chicago,"Chicago, IL",2407,C,C256,IL_Chicago_C256_C_2407,0.4943130612373352,0.4322127923713811,IL,0.06727053911900331,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000961,0.153236928206747,Chicago,"Chicago, IL",2408,C,C257,IL_Chicago_C257_C_2408,0.3357391357421875,0.31690007422630695,IL,0.013710382040317992,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000962,1.0971029830357,Chicago,"Chicago, IL",2409,C,C258,IL_Chicago_C258_C_2409,0.4017217457294464,0.3380035449457596,IL,0.03631909211683877,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000963,0.242038082209464,Chicago,"Chicago, IL",2410,C,C259,IL_Chicago_C259_C_2410,0.3805391192436218,0.35864502123553493,IL,0.015964345018493496,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000964,0.568241358272687,Chicago,"Chicago, IL",2411,C,C26,IL_Chicago_C26_C_2411,0.4933260977268219,0.3964392189791768,IL,0.06922232257791572,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000965,0.589836461460633,Chicago,"Chicago, IL",2412,C,C260,IL_Chicago_C260_C_2412,0.3717913031578064,0.34121281298031064,IL,0.01420861816229033,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000966,0.900937459702969,Chicago,"Chicago, IL",2413,C,C261,IL_Chicago_C261_C_2413,0.3773130476474762,0.3523909213998214,IL,0.016397532845648093,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000967,0.530182149345409,Chicago,"Chicago, IL",2414,C,C262,IL_Chicago_C262_C_2414,0.36846086382865906,0.34344303391584347,IL,0.026354359366100293,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000968,0.641100479520232,Chicago,"Chicago, IL",2415,C,C263,IL_Chicago_C263_C_2415,0.36269131302833557,0.315857689096749,IL,0.046078300315247074,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000969,2.057894021065121,Chicago,"Chicago, IL",2416,C,C264,IL_Chicago_C264_C_2416,0.417204350233078,0.36631840731225557,IL,0.03367766240096913,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096a,0.631655488368683,Chicago,"Chicago, IL",2417,C,C265,IL_Chicago_C265_C_2417,0.4176304340362549,0.29808307141022244,IL,0.052926319344472096,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096b,0.356184058489133,Chicago,"Chicago, IL",2418,C,C266,IL_Chicago_C266_C_2418,0.37191739678382874,0.33282690820904587,IL,0.03602166982834493,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096c,1.163553074338667,Chicago,"Chicago, IL",2419,C,C267,IL_Chicago_C267_C_2419,0.388173907995224,0.30701146511031613,IL,0.038523521610652964,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096d,2.271302693635773,Chicago,"Chicago, IL",2420,C,C268,IL_Chicago_C268_C_2420,0.5412391424179077,0.3627762403867707,IL,0.0734974723474501,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096e,1.524435944648575,Chicago,"Chicago, IL",2421,C,C269,IL_Chicago_C269_C_2421,0.45873478055000305,0.3858193256144136,IL,0.04474991821319093,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000096f,0.576555168384714,Chicago,"Chicago, IL",2422,C,C27,IL_Chicago_C27_C_2422,0.48445218801498413,0.41205768227199374,IL,0.036690762564149715,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000970,0.570309213641593,Chicago,"Chicago, IL",2423,C,C270,IL_Chicago_C270_C_2423,0.45534348487854004,0.40738982141444224,IL,0.022903257206215482,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000971,0.396183457270997,Chicago,"Chicago, IL",2424,C,C271,IL_Chicago_C271_C_2424,0.47219565510749817,0.37762019340815,IL,0.0679335104999976,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000972,0.852407104203112,Chicago,"Chicago, IL",2425,C,C272,IL_Chicago_C272_C_2425,0.48803478479385376,0.4049852383638353,IL,0.04271426833227676,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000973,1.207222117249634,Chicago,"Chicago, IL",2426,C,C273,IL_Chicago_C273_C_2426,0.521386981010437,0.41647954302569107,IL,0.06976345827270426,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000974,1.224423525806049,Chicago,"Chicago, IL",2427,C,C274,IL_Chicago_C274_C_2427,0.5294564962387085,0.49034080462141943,IL,0.02184104988042061,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000975,0.158846361144736,Chicago,"Chicago, IL",2428,C,C275,IL_Chicago_C275_C_2428,0.4700652062892914,0.45207177048379726,IL,0.04276969371814998,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000976,0.185256889592346,Chicago,"Chicago, IL",2429,C,C275,IL_Chicago_C275_C_2429,0.40558695793151855,0.37839328270827616,IL,0.03948672158861936,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000977,0.881483752556447,Chicago,"Chicago, IL",2430,C,C276,IL_Chicago_C276_C_2430,0.3504173755645752,0.3053693707862171,IL,0.02005280027252612,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000978,0.513129540190449,Chicago,"Chicago, IL",2431,C,C277,IL_Chicago_C277_C_2431,0.43432608246803284,0.32890047369032155,IL,0.04179327166355293,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000979,0.628394540877296,Chicago,"Chicago, IL",2432,C,C28,IL_Chicago_C28_C_2432,0.4933260977268219,0.35855338095153394,IL,0.055179657498852466,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097a,0.070039359817699,Chicago,"Chicago, IL",2433,C,C29,IL_Chicago_C29_C_2433,0.48766955733299255,0.453524408269335,IL,0.05637484464910866,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097b,1.033280313178677,Chicago,"Chicago, IL",2434,C,C3,IL_Chicago_C3_C_2434,0.6144869327545166,0.5172423943890315,IL,0.05952661606975195,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097c,0.416269241620053,Chicago,"Chicago, IL",2435,C,C30,IL_Chicago_C30_C_2435,0.5923608541488647,0.352216196485546,IL,0.09380104827607608,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097d,0.412425751143828,Chicago,"Chicago, IL",2436,C,C31,IL_Chicago_C31_C_2436,0.4123304486274719,0.358230308298518,IL,0.05131178350790673,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097e,0.873604979838148,Chicago,"Chicago, IL",2437,C,C32,IL_Chicago_C32_C_2437,0.5354999899864197,0.3385007664237947,IL,0.08775377159791367,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000097f,1.198271917069134,Chicago,"Chicago, IL",2438,C,C33,IL_Chicago_C33_C_2438,0.4683869481086731,0.3767556312818018,IL,0.07009488444079354,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000980,0.304866368774856,Chicago,"Chicago, IL",2439,C,C34,IL_Chicago_C34_C_2439,0.48545217514038086,0.35191891005016723,IL,0.07108373510062019,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000981,0.094239607758172,Chicago,"Chicago, IL",2440,C,C35,IL_Chicago_C35_C_2440,0.4128130376338959,0.3384413344737811,IL,0.03155360648667107,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000982,0.916796135174464,Chicago,"Chicago, IL",2441,C,C36,IL_Chicago_C36_C_2441,0.3944087028503418,0.33324676849929363,IL,0.035064899995010286,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000983,0.443126593192622,Chicago,"Chicago, IL",2442,C,C37,IL_Chicago_C37_C_2442,0.40049129724502563,0.3129646996094977,IL,0.05089675477951348,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000984,0.932786184598693,Chicago,"Chicago, IL",2443,C,C38,IL_Chicago_C38_C_2443,0.464204341173172,0.40065444717183707,IL,0.06826405565307335,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000985,1.218675355539993,Chicago,"Chicago, IL",2444,C,C39,IL_Chicago_C39_C_2444,0.3808000087738037,0.2741974596995486,IL,0.037997225414868656,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000986,1.095616412979234,Chicago,"Chicago, IL",2445,C,C4,IL_Chicago_C4_C_2445,0.625352144241333,0.44451855579120164,IL,0.08923913772513604,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000987,1.760667378467381,Chicago,"Chicago, IL",2446,C,C40,IL_Chicago_C40_C_2446,0.4207695722579956,0.31140348061651535,IL,0.04540811029166099,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000988,0.617243019979499,Chicago,"Chicago, IL",2447,C,C41,IL_Chicago_C41_C_2447,0.4955478310585022,0.3263804210789169,IL,0.07678888679724957,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000989,1.078186173334826,Chicago,"Chicago, IL",2448,C,C41,IL_Chicago_C41_C_2448,0.49827390909194946,0.29939997494626763,IL,0.0860063895875136,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098a,1.317975697089743,Chicago,"Chicago, IL",2449,C,C42,IL_Chicago_C42_C_2449,0.485904335975647,0.31348260483557966,IL,0.0497402550925259,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098b,1.799487205070095,Chicago,"Chicago, IL",2450,C,C43,IL_Chicago_C43_C_2450,0.34353044629096985,0.277028094821494,IL,0.025684262108425098,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098c,0.70146840184392,Chicago,"Chicago, IL",2451,C,C44,IL_Chicago_C44_C_2451,0.27302607893943787,0.23520109921433718,IL,0.017651168236197924,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098d,1.392866748045171,Chicago,"Chicago, IL",2452,C,C45,IL_Chicago_C45_C_2452,0.4882434904575348,0.2797519410937738,IL,0.08014035303827813,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098e,0.97694152042364,Chicago,"Chicago, IL",2453,C,C46,IL_Chicago_C46_C_2453,0.3144782483577728,0.2680941138996389,IL,0.029889962915452553,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098f,1.010890742075127,Chicago,"Chicago, IL",2454,C,C47,IL_Chicago_C47_C_2454,0.3906608819961548,0.2695371728621202,IL,0.045470696262670945,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000990,1.502966470927212,Chicago,"Chicago, IL",2455,C,C48,IL_Chicago_C48_C_2455,0.3574434816837311,0.27132793484074386,IL,0.03035671560175739,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000991,1.161129611887565,Chicago,"Chicago, IL",2456,C,C49,IL_Chicago_C49_C_2456,0.3000434935092926,0.2476598467558871,IL,0.02929758356899281,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000992,0.739647437223959,Chicago,"Chicago, IL",2457,C,C5,IL_Chicago_C5_C_2457,0.5869130492210388,0.4593928756798085,IL,0.07876717740419172,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000993,2.901887815266622,Chicago,"Chicago, IL",2458,C,C50,IL_Chicago_C50_C_2458,0.3779217302799225,0.2725592047933593,IL,0.043606253938166625,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000994,0.215105297468096,Chicago,"Chicago, IL",2459,C,C51,IL_Chicago_C51_C_2459,0.26724347472190857,0.25388774452139945,IL,0.01508381994444203,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000995,1.156933494580001,Chicago,"Chicago, IL",2460,C,C52,IL_Chicago_C52_C_2460,0.4579521715641022,0.2937834415080495,IL,0.053153516586990406,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000996,3.728973809759471,Chicago,"Chicago, IL",2461,C,C53,IL_Chicago_C53_C_2461,0.3517521619796753,0.26166458209203425,IL,0.03230034652213597,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000997,1.850129630253898,Chicago,"Chicago, IL",2462,C,C54,IL_Chicago_C54_C_2462,0.31219565868377686,0.22656794465628524,IL,0.0321974375838918,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000998,1.704167020537492,Chicago,"Chicago, IL",2463,C,C55,IL_Chicago_C55_C_2463,0.33294782042503357,0.2142494078591005,IL,0.045788372575567914,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000999,0.402024650535024,Chicago,"Chicago, IL",2464,C,C56,IL_Chicago_C56_C_2464,0.24526086449623108,0.2256580914328764,IL,0.020417993648243326,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099a,0.979225536336057,Chicago,"Chicago, IL",2465,C,C57,IL_Chicago_C57_C_2465,0.28859999775886536,0.2402332016903882,IL,0.02922374250788342,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099b,0.541259679157494,Chicago,"Chicago, IL",2466,C,C58,IL_Chicago_C58_C_2466,0.3343912959098816,0.25639356637878163,IL,0.0446163583234696,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099c,2.162511917226136,Chicago,"Chicago, IL",2467,C,C59,IL_Chicago_C59_C_2467,0.40977826714515686,0.24752656747891622,IL,0.0440136781188576,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099d,0.406191104515985,Chicago,"Chicago, IL",2468,C,C6,IL_Chicago_C6_C_2468,0.5413391590118408,0.3754485011818257,IL,0.0766471430586229,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099e,0.561680420065481,Chicago,"Chicago, IL",2469,C,C60,IL_Chicago_C60_C_2469,0.42649132013320923,0.2757952337415,IL,0.05583799229489396,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000099f,0.948976008779829,Chicago,"Chicago, IL",2470,C,C61,IL_Chicago_C61_C_2470,0.32109564542770386,0.25967124859465185,IL,0.05015514810557773,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a0,0.738036344160199,Chicago,"Chicago, IL",2471,C,C62,IL_Chicago_C62_C_2471,0.38314783573150635,0.23553935630149644,IL,0.04876475054616597,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a1,0.831300516303057,Chicago,"Chicago, IL",2472,C,C63,IL_Chicago_C63_C_2472,0.2714478373527527,0.22133081111336342,IL,0.03184650896129209,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a2,0.218487690589309,Chicago,"Chicago, IL",2473,C,C64,IL_Chicago_C64_C_2473,0.3381217420101166,0.268711322994047,IL,0.051884564061657694,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a3,0.272435784490526,Chicago,"Chicago, IL",2474,C,C65,IL_Chicago_C65_C_2474,0.3200652301311493,0.23328968561915278,IL,0.03417519657904663,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a4,0.349088287885964,Chicago,"Chicago, IL",2475,C,C66,IL_Chicago_C66_C_2475,0.3200652301311493,0.29307137793981886,IL,0.025795627647407914,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a5,1.108529451982148,Chicago,"Chicago, IL",2476,C,C67,IL_Chicago_C67_C_2476,0.34537389874458313,0.2967051989133048,IL,0.038677510520555736,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a6,1.081372079137878,Chicago,"Chicago, IL",2477,C,C68,IL_Chicago_C68_C_2477,0.2969434857368469,0.22862573347651952,IL,0.025846121792602844,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a7,0.425362478075372,Chicago,"Chicago, IL",2478,C,C69,IL_Chicago_C69_C_2478,0.267991304397583,0.21448337110536214,IL,0.03209008588708799,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a8,1.082552119010992,Chicago,"Chicago, IL",2479,C,C7,IL_Chicago_C7_C_2479,0.6158739328384399,0.4200451305843883,IL,0.10125510295652465,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a9,0.199408171636306,Chicago,"Chicago, IL",2480,C,C70,IL_Chicago_C70_C_2480,0.22928261756896973,0.2214669626325475,IL,0.004395968109059962,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009aa,0.346332982743723,Chicago,"Chicago, IL",2481,C,C71,IL_Chicago_C71_C_2481,0.37683477997779846,0.25593443945003036,IL,0.055938620527176734,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ab,0.566831430491581,Chicago,"Chicago, IL",2482,C,C72,IL_Chicago_C72_C_2482,0.32036086916923523,0.24725698486773096,IL,0.05174029857145998,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ac,0.262333689385736,Chicago,"Chicago, IL",2483,C,C73,IL_Chicago_C73_C_2483,0.4137086868286133,0.3121151764336506,IL,0.05294319931908505,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ad,0.644675428545088,Chicago,"Chicago, IL",2484,C,C74,IL_Chicago_C74_C_2484,0.3172000050544739,0.25375742532376194,IL,0.044255636641287274,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ae,1.734967623874597,Chicago,"Chicago, IL",2485,C,C75,IL_Chicago_C75_C_2485,0.4205825924873352,0.2523525892665188,IL,0.05650568339739403,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009af,0.459082859974593,Chicago,"Chicago, IL",2486,C,C76,IL_Chicago_C76_C_2486,0.21383912861347198,0.15656714334871258,IL,0.036292461129773274,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b0,0.196870118728049,Chicago,"Chicago, IL",2487,C,C77,IL_Chicago_C77_C_2487,0.27016955614089966,0.24703218607288416,IL,0.02636582590718263,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b1,0.35149179326757,Chicago,"Chicago, IL",2488,C,C78,IL_Chicago_C78_C_2488,0.27016955614089966,0.2279097916078241,IL,0.028617873074308204,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b2,0.99802782910362,Chicago,"Chicago, IL",2489,C,C79,IL_Chicago_C79_C_2489,0.42767390608787537,0.2927916198398274,IL,0.05710506907288343,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b3,1.389219958082847,Chicago,"Chicago, IL",2490,C,C8,IL_Chicago_C8_C_2490,0.5696609020233154,0.4307295602431795,IL,0.08358389098022276,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b4,1.538486406910282,Chicago,"Chicago, IL",2491,C,C80,IL_Chicago_C80_C_2491,0.3707999885082245,0.24539838167542458,IL,0.03297312076699099,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
