system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,valid,.geo
000000000000000008e0,0.704853147140205,Chicago,"Chicago, IL",2279,C,C143,IL_Chicago_C143_C_2279,0.33265653252601624,0.3013414059783145,IL,0.018895610917429764,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1,1.29657258649639,Chicago,"Chicago, IL",2280,C,C144,IL_Chicago_C144_C_2280,0.3556087017059326,0.2965471345319989,IL,0.03495773479299929,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e2,0.910259759085976,Chicago,"Chicago, IL",2281,C,C145,IL_Chicago_C145_C_2281,0.3279695510864258,0.2613888085158081,IL,0.04410589573155583,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e3,0.821915241020877,Chicago,"Chicago, IL",2282,C,C146,IL_Chicago_C146_C_2282,0.36399129033088684,0.2986208519932663,IL,0.03491710439225753,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e4,0.729785942648292,Chicago,"Chicago, IL",2283,C,C147,IL_Chicago_C147_C_2283,0.29480433464050293,0.253102555023217,IL,0.024001531774817612,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e5,1.002541680381179,Chicago,"Chicago, IL",2284,C,C148,IL_Chicago_C148_C_2284,0.36024782061576843,0.25135675848268774,IL,0.040554038738568776,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e6,1.572630422223114,Chicago,"Chicago, IL",2285,C,C149,IL_Chicago_C149_C_2285,0.2796608805656433,0.2378922185696401,IL,0.03073969685930641,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e7,0.194715469831484,Chicago,"Chicago, IL",2286,C,C15,IL_Chicago_C15_C_2286,0.5197608470916748,0.49634849961591343,IL,0.013342010870712472,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e8,0.262917041317075,Chicago,"Chicago, IL",2287,C,C150,IL_Chicago_C150_C_2287,0.35786521434783936,0.24582106575887874,IL,0.042959903274203286,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e9,2.218321251312066,Chicago,"Chicago, IL",2288,C,C151,IL_Chicago_C151_C_2288,0.393682599067688,0.2562297324065369,IL,0.03976995471230778,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ea,0.860540811785303,Chicago,"Chicago, IL",2289,C,C152,IL_Chicago_C152_C_2289,0.4391999840736389,0.2652220867355546,IL,0.06100243703755385,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008eb,1.404640133969776,Chicago,"Chicago, IL",2290,C,C153,IL_Chicago_C153_C_2290,0.3194608688354492,0.25520140187662665,IL,0.043085009363255836,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ec,0.798323428937145,Chicago,"Chicago, IL",2291,C,C154,IL_Chicago_C154_C_2291,0.3422304391860962,0.24488754071838081,IL,0.051013990997213876,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ed,1.009863973534243,Chicago,"Chicago, IL",2292,C,C155,IL_Chicago_C155_C_2292,0.4692825973033905,0.21112326477206667,IL,0.07774207552371556,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ee,0.396291712706065,Chicago,"Chicago, IL",2293,C,C156,IL_Chicago_C156_C_2293,0.19069130718708038,0.1666660124721946,IL,0.01781158852330914,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ef,0.190585679292709,Chicago,"Chicago, IL",2294,C,C157,IL_Chicago_C157_C_2294,0.200673907995224,0.16352056784478078,IL,0.026799466945865207,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f0,1.19749866137423,Chicago,"Chicago, IL",2295,C,C158,IL_Chicago_C158_C_2295,0.307495653629303,0.25354776274728685,IL,0.03757800905157957,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f1,1.083175098128352,Chicago,"Chicago, IL",2296,C,C159,IL_Chicago_C159_C_2296,0.307495653629303,0.2498030932772897,IL,0.02864914694499518,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f2,0.802491959514253,Chicago,"Chicago, IL",2297,C,C16,IL_Chicago_C16_C_2297,0.5058739185333252,0.3955308515458999,IL,0.06595156462413326,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f3,1.141832875460811,Chicago,"Chicago, IL",2298,C,C160,IL_Chicago_C160_C_2298,0.34697824716567993,0.28156457919760997,IL,0.05742760025017482,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f4,0.637251038650148,Chicago,"Chicago, IL",2299,C,C161,IL_Chicago_C161_C_2299,0.34148696064949036,0.2620757665232799,IL,0.04357426281466821,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f5,4.979207806881678,Chicago,"Chicago, IL",2300,C,C162,IL_Chicago_C162_C_2300,0.3104347884654999,0.20965397789223736,IL,0.031199120858833557,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f6,2.377367004346758,Chicago,"Chicago, IL",2301,C,C163,IL_Chicago_C163_C_2301,0.39623042941093445,0.21691893987150673,IL,0.05049310303693989,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f7,0.250418878827466,Chicago,"Chicago, IL",2302,C,C164,IL_Chicago_C164_C_2302,0.5328521728515625,0.41621814194874196,IL,0.049852680901037096,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f8,1.614594661595489,Chicago,"Chicago, IL",2303,C,C165,IL_Chicago_C165_C_2303,0.32739129662513733,0.2845881608932865,IL,0.02106215373983675,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f9,1.305720604665395,Chicago,"Chicago, IL",2304,C,C166,IL_Chicago_C166_C_2304,0.33355218172073364,0.2530148348551456,IL,0.04390922776193939,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fa,1.36931110677972,Chicago,"Chicago, IL",2305,C,C167,IL_Chicago_C167_C_2305,0.39151304960250854,0.3011622745441961,IL,0.04460061752143995,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fb,0.953293574335967,Chicago,"Chicago, IL",2306,C,C168,IL_Chicago_C168_C_2306,0.3073999881744385,0.2807310105477501,IL,0.017061944599626233,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fc,0.568696978542529,Chicago,"Chicago, IL",2307,C,C169,IL_Chicago_C169_C_2307,0.36312609910964966,0.3037298073101562,IL,0.028345218413817805,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fd,0.190559653944517,Chicago,"Chicago, IL",2308,C,C17,IL_Chicago_C17_C_2308,0.5064826011657715,0.32208922610798024,IL,0.0864663858115751,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fe,2.269961973611664,Chicago,"Chicago, IL",2309,C,C170,IL_Chicago_C170_C_2309,0.27044346928596497,0.22301298543066025,IL,0.032691226958147836,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ff,0.792102228604989,Chicago,"Chicago, IL",2310,C,C171,IL_Chicago_C171_C_2310,0.20157390832901,0.17890617600728698,IL,0.0197016947222073,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000900,0.968227592713684,Chicago,"Chicago, IL",2311,C,C172,IL_Chicago_C172_C_2311,0.26475653052330017,0.23011331822517653,IL,0.03058205500577998,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000901,0.740769082631471,Chicago,"Chicago, IL",2312,C,C173,IL_Chicago_C173_C_2312,0.22717826068401337,0.19602402816277853,IL,0.022345610612303578,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000902,0.629523992764423,Chicago,"Chicago, IL",2313,C,C174,IL_Chicago_C174_C_2313,0.21934783458709717,0.197717036854037,IL,0.025537441180656116,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000903,0.407858194385156,Chicago,"Chicago, IL",2314,C,C175,IL_Chicago_C175_C_2314,0.2847173810005188,0.23656871947474437,IL,0.03666347253733296,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000904,0.634020259350527,Chicago,"Chicago, IL",2315,C,C176,IL_Chicago_C176_C_2315,0.35420870780944824,0.2484913414967579,IL,0.07224429894042836,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000905,0.86621381929845,Chicago,"Chicago, IL",2316,C,C177,IL_Chicago_C177_C_2316,0.3401782512664795,0.2806557706885283,IL,0.07108853686186875,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000906,0.819664957465068,Chicago,"Chicago, IL",2317,C,C178,IL_Chicago_C178_C_2317,0.4383043348789215,0.38602221674240395,IL,0.04159980274232989,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000907,0.408122637874514,Chicago,"Chicago, IL",2318,C,C179,IL_Chicago_C179_C_2318,0.4367695748806,0.3714080162683846,IL,0.038439065266457316,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000908,0.698791624109823,Chicago,"Chicago, IL",2319,C,C18,IL_Chicago_C18_C_2319,0.3936956524848938,0.34740170164304485,IL,0.025091462131009233,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000909,0.518681027596757,Chicago,"Chicago, IL",2320,C,C180,IL_Chicago_C180_C_2320,0.42739129066467285,0.3909150926078238,IL,0.04188225430262508,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090a,0.477316924708034,Chicago,"Chicago, IL",2321,C,C181,IL_Chicago_C181_C_2321,0.490404337644577,0.38498379358860724,IL,0.050479848491997124,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090b,0.288446036410019,Chicago,"Chicago, IL",2322,C,C182,IL_Chicago_C182_C_2322,0.4947260916233063,0.46542237417533433,IL,0.022546543673984655,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090c,0.534778153139371,Chicago,"Chicago, IL",2323,C,C183,IL_Chicago_C183_C_2323,0.42268261313438416,0.34709716618411546,IL,0.03962408988048905,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090d,0.742623369287031,Chicago,"Chicago, IL",2324,C,C184,IL_Chicago_C184_C_2324,0.46370869874954224,0.3612997520717736,IL,0.0399130498067694,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090e,0.68439329163041,Chicago,"Chicago, IL",2325,C,C185,IL_Chicago_C185_C_2325,0.42764347791671753,0.34274144303112625,IL,0.05370015674206579,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090f,0.19166227510817,Chicago,"Chicago, IL",2326,C,C186,IL_Chicago_C186_C_2326,0.5082956552505493,0.48383333570294523,IL,0.024066953881552975,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000910,0.244662071400955,Chicago,"Chicago, IL",2327,C,C187,IL_Chicago_C187_C_2327,0.5031478404998779,0.3999458718947839,IL,0.0550842736712371,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000911,0.292116074454684,Chicago,"Chicago, IL",2328,C,C188,IL_Chicago_C188_C_2328,0.4942956566810608,0.44794122295454153,IL,0.04856786228682706,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000912,0.262166109225411,Chicago,"Chicago, IL",2329,C,C189,IL_Chicago_C189_C_2329,0.4684869647026062,0.41178496304582524,IL,0.05081400332118274,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000913,0.473098484745993,Chicago,"Chicago, IL",2330,C,C19,IL_Chicago_C19_C_2330,0.38528260588645935,0.2874611377922706,IL,0.04167770869097177,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000914,0.387190955059215,Chicago,"Chicago, IL",2331,C,C190,IL_Chicago_C190_C_2331,0.48373913764953613,0.4601638700804249,IL,0.03741594087127515,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000915,0.265065357259595,Chicago,"Chicago, IL",2332,C,C191,IL_Chicago_C191_C_2332,0.4524391293525696,0.3704878519795726,IL,0.04874947611700401,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000916,3.275316493650364,Chicago,"Chicago, IL",2333,C,C192,IL_Chicago_C192_C_2333,0.4870869517326355,0.3425650348068982,IL,0.06729424068068528,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000917,0.646902198592618,Chicago,"Chicago, IL",2334,C,C193,IL_Chicago_C193_C_2334,0.21446086466312408,0.16243224115976945,IL,0.036029273170819734,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000918,2.108048216457758,Chicago,"Chicago, IL",2335,C,C194,IL_Chicago_C194_C_2335,0.2841652035713196,0.22466136880916285,IL,0.030243946704160685,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000919,1.14845519943025,Chicago,"Chicago, IL",2336,C,C195,IL_Chicago_C195_C_2336,0.25388696789741516,0.19809979140203188,IL,0.03656119412113653,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091a,0.212815806424927,Chicago,"Chicago, IL",2337,C,C196,IL_Chicago_C196_C_2337,0.35573911666870117,0.2722244926939866,IL,0.03426216565013934,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091b,0.862753784179842,Chicago,"Chicago, IL",2338,C,C197,IL_Chicago_C197_C_2338,0.3948434889316559,0.27299345771939637,IL,0.044266340653625676,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091c,0.245591091661438,Chicago,"Chicago, IL",2339,C,C198,IL_Chicago_C198_C_2339,0.4148173928260803,0.370261212367387,IL,0.06343600698245518,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091d,2.856834340722069,Chicago,"Chicago, IL",2340,C,C199,IL_Chicago_C199_C_2340,0.3113652169704437,0.24130476397968062,IL,0.03530369699850804,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091e,0.33622444385004,Chicago,"Chicago, IL",2341,C,C2,IL_Chicago_C2_C_2341,0.5904347896575928,0.39568262638428775,IL,0.08273071471363057,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091f,0.140311952324446,Chicago,"Chicago, IL",2342,C,C20,IL_Chicago_C20_C_2342,0.4016304314136505,0.3770523554569966,IL,0.02031515057778523,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000920,1.439422894069627,Chicago,"Chicago, IL",2343,C,C200,IL_Chicago_C200_C_2343,0.37158694863319397,0.2473023095973993,IL,0.03296669979082514,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000921,0.684627506897502,Chicago,"Chicago, IL",2344,C,C201,IL_Chicago_C201_C_2344,0.2889913022518158,0.21103812151551568,IL,0.03166481319064642,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000922,0.350119179790124,Chicago,"Chicago, IL",2345,C,C202,IL_Chicago_C202_C_2345,0.2807043492794037,0.24071537258241002,IL,0.015143166782782193,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000923,1.495494765666291,Chicago,"Chicago, IL",2346,C,C203,IL_Chicago_C203_C_2346,0.33845651149749756,0.25597935747375766,IL,0.041906147574037975,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000924,1.150748356498241,Chicago,"Chicago, IL",2347,C,C204,IL_Chicago_C204_C_2347,0.311786949634552,0.2533875027940075,IL,0.021740001825775415,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000925,0.715354666094725,Chicago,"Chicago, IL",2348,C,C205,IL_Chicago_C205_C_2348,0.36383479833602905,0.260408532264759,IL,0.03048586312021341,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000926,1.668971212290168,Chicago,"Chicago, IL",2349,C,C206,IL_Chicago_C206_C_2349,0.514413058757782,0.2655659131526502,IL,0.05425724181465669,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000927,0.197917745486867,Chicago,"Chicago, IL",2350,C,C207,IL_Chicago_C207_C_2350,0.44601303339004517,0.3409643367363378,IL,0.06798521923656384,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000928,1.864437619069235,Chicago,"Chicago, IL",2351,C,C208,IL_Chicago_C208_C_2351,0.3477565348148346,0.23983834089736722,IL,0.03602827094900408,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000929,6.176864494784451,Chicago,"Chicago, IL",2352,C,C209,IL_Chicago_C209_C_2352,0.5152478218078613,0.24161058240529024,IL,0.0661517628264389,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092a,0.078750198189743,Chicago,"Chicago, IL",2353,C,C21,IL_Chicago_C21_C_2353,0.5006173849105835,0.48074553210601634,IL,0.03388879431272156,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092b,2.85562356970201,Chicago,"Chicago, IL",2354,C,C210,IL_Chicago_C210_C_2354,0.4213695526123047,0.3372317510035201,IL,0.04806006355440069,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092c,3.443794387819327,Chicago,"Chicago, IL",2355,C,C211,IL_Chicago_C211_C_2355,0.38129130005836487,0.2962680413475367,IL,0.05598751457828305,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092d,0.355988106432658,Chicago,"Chicago, IL",2356,C,C212,IL_Chicago_C212_C_2356,0.338304340839386,0.28152892627818055,IL,0.024242886033148423,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092e,0.545971217916135,Chicago,"Chicago, IL",2357,C,C213,IL_Chicago_C213_C_2357,0.3871000111103058,0.3085219324311981,IL,0.055567768946215006,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000092f,0.448211469948292,Chicago,"Chicago, IL",2358,C,C214,IL_Chicago_C214_C_2358,0.3871000111103058,0.318069008782875,IL,0.05629035830663625,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000930,2.19099751862352,Chicago,"Chicago, IL",2359,C,C215,IL_Chicago_C215_C_2359,0.46646085381507874,0.289487154712525,IL,0.05322928261841509,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000931,0.255169614584609,Chicago,"Chicago, IL",2360,C,C216,IL_Chicago_C216_C_2360,0.4423739016056061,0.3359568537285178,IL,0.06643985774795488,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000932,0.510464355594516,Chicago,"Chicago, IL",2361,C,C217,IL_Chicago_C217_C_2361,0.4423739016056061,0.26545282052277325,IL,0.04746546577902394,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000933,0.161377954053055,Chicago,"Chicago, IL",2362,C,C218,IL_Chicago_C218_C_2362,0.4423739016056061,0.371708032768958,IL,0.05617252104295443,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000934,0.569765203952804,Chicago,"Chicago, IL",2363,C,C219,IL_Chicago_C219_C_2363,0.4424826204776764,0.3002291050806979,IL,0.05276965046186491,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000935,0.552852050670957,Chicago,"Chicago, IL",2364,C,C22,IL_Chicago_C22_C_2364,0.5200608968734741,0.46254068600312154,IL,0.0405635304958374,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000936,0.345052964335483,Chicago,"Chicago, IL",2365,C,C220,IL_Chicago_C220_C_2365,0.3688391149044037,0.34170397546338205,IL,0.033166403608317026,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000937,1.356681779613677,Chicago,"Chicago, IL",2366,C,C221,IL_Chicago_C221_C_2366,0.5764912962913513,0.5083817439506593,IL,0.052993169139204724,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000938,0.654052634238951,Chicago,"Chicago, IL",2367,C,C222,IL_Chicago_C222_C_2367,0.47849130630493164,0.4479071441964858,IL,0.031039647960780292,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000939,0.979569013874881,Chicago,"Chicago, IL",2368,C,C223,IL_Chicago_C223_C_2368,0.40307390689849854,0.3285252267740019,IL,0.05441547402696683,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093a,0.637756482917203,Chicago,"Chicago, IL",2369,C,C224,IL_Chicago_C224_C_2369,0.3360913097858429,0.28495861086525553,IL,0.031124579358819463,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093b,0.097596259129774,Chicago,"Chicago, IL",2370,C,C225,IL_Chicago_C225_C_2370,0.32012173533439636,0.288904809197012,IL,0.02469472942285312,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093c,0.905280224925397,Chicago,"Chicago, IL",2371,C,C226,IL_Chicago_C226_C_2371,0.3169739246368408,0.25861942433490004,IL,0.027755398442822828,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093d,0.139265715718173,Chicago,"Chicago, IL",2372,C,C227,IL_Chicago_C227_C_2372,0.3169739246368408,0.29821621117058333,IL,0.026432087107157446,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093e,0.388375872035951,Chicago,"Chicago, IL",2373,C,C228,IL_Chicago_C228_C_2373,0.3059304356575012,0.2758293962907387,IL,0.026408365594498377,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093f,0.313281586085871,Chicago,"Chicago, IL",2374,C,C229,IL_Chicago_C229_C_2374,0.3051956593990326,0.2766704238598902,IL,0.023132464467944414,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000940,0.703134710606029,Chicago,"Chicago, IL",2375,C,C23,IL_Chicago_C23_C_2375,0.48739564418792725,0.37385192849968446,IL,0.06540534685437317,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000941,1.052986467005193,Chicago,"Chicago, IL",2376,C,C230,IL_Chicago_C230_C_2376,0.34674349427223206,0.279033721111062,IL,0.04138257940714132,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000942,0.103766936145816,Chicago,"Chicago, IL",2377,C,C231,IL_Chicago_C231_C_2377,0.2915956676006317,0.2526592893850761,IL,0.019479660585678748,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000943,0.796858404783923,Chicago,"Chicago, IL",2378,C,C232,IL_Chicago_C232_C_2378,0.34219565987586975,0.2633972133090019,IL,0.051126113770762115,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000944,0.845141002715286,Chicago,"Chicago, IL",2379,C,C233,IL_Chicago_C233_C_2379,0.3388434648513794,0.287746622962387,IL,0.02254413705089141,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000945,1.040560635232721,Chicago,"Chicago, IL",2380,C,C234,IL_Chicago_C234_C_2380,0.43966957926750183,0.29545194013185816,IL,0.04274762720597186,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000946,0.484869667832449,Chicago,"Chicago, IL",2381,C,C235,IL_Chicago_C235_C_2381,0.42223912477493286,0.3485746470669645,IL,0.04984044968588993,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000947,1.651765613853496,Chicago,"Chicago, IL",2382,C,C236,IL_Chicago_C236_C_2382,0.3316478133201599,0.28636197406542124,IL,0.033499657809153705,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000948,2.283959776624419,Chicago,"Chicago, IL",2383,C,C237,IL_Chicago_C237_C_2383,0.3319913148880005,0.28536914115966505,IL,0.028160337177722462,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000949,1.753149333963826,Chicago,"Chicago, IL",2384,C,C238,IL_Chicago_C238_C_2384,0.43886521458625793,0.3004359746414503,IL,0.04421981721542269,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094a,0.179325737024553,Chicago,"Chicago, IL",2385,C,C239,IL_Chicago_C239_C_2385,0.33231738209724426,0.2852528315033684,IL,0.030644624346900694,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094b,2.181587865175201,Chicago,"Chicago, IL",2386,C,C24,IL_Chicago_C24_C_2386,0.47458696365356445,0.41641316127177963,IL,0.04539663264133222,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094c,0.611308018722229,Chicago,"Chicago, IL",2387,C,C240,IL_Chicago_C240_C_2387,0.30526086688041687,0.24527835575992216,IL,0.02714796600625243,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094d,1.299272984760776,Chicago,"Chicago, IL",2388,C,C241,IL_Chicago_C241_C_2388,0.3458739221096039,0.29046316981650716,IL,0.031786846752750716,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094e,0.315038911130642,Chicago,"Chicago, IL",2389,C,C242,IL_Chicago_C242_C_2389,0.3179217278957367,0.2598927038694269,IL,0.02034507761073706,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000094f,0.348974774674639,Chicago,"Chicago, IL",2390,C,C243,IL_Chicago_C243_C_2390,0.3262260854244232,0.2891624250768634,IL,0.02593481105489828,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000950,0.741395210811377,Chicago,"Chicago, IL",2391,C,C244,IL_Chicago_C244_C_2391,0.46193477511405945,0.28763448539132747,IL,0.07097226049500872,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000951,1.256400014462549,Chicago,"Chicago, IL",2392,C,C245,IL_Chicago_C245_C_2392,0.36579129099845886,0.2947726292323128,IL,0.035613276535814205,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000952,1.770259934875917,Chicago,"Chicago, IL",2393,C,C246,IL_Chicago_C246_C_2393,0.3953695595264435,0.33120867426886513,IL,0.04041378219039284,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000953,0.464917530146636,Chicago,"Chicago, IL",2394,C,C247,IL_Chicago_C247_C_2394,0.3337826132774353,0.287932401678649,IL,0.02374699670216257,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000954,0.159074311957882,Chicago,"Chicago, IL",2395,C,C248,IL_Chicago_C248_C_2395,0.3327217400074005,0.3118441533146566,IL,0.0182888716220649,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000955,1.153105522818428,Chicago,"Chicago, IL",2396,C,C249,IL_Chicago_C249_C_2396,0.3378782570362091,0.31135868680747003,IL,0.026503956836766852,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
